STRUCTURE_NUMBER_008,ADT_029,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060
1219,19923,42.1,18.5,5,5,5
12190,40,47.2,7.5,8,8,8
12192,50,11.6,11,N,N,N
12193,25,25,6.2,8,7,7
12196,10,16.8,7.5,8,8,8
12197,20,10.7,4.9,6,6,6
12198,60,24.4,7.3,8,8,7
122,17513,64.9,17.3,5,5,6
1220,8296,110.9,10.6,6,5,6
12200,15,16.5,3.7,6,5,3
12202,30,36.9,6.9,7,7,7
12203,50,21.3,6.8,7,7,7
12204,30,12.8,5.2,7,7,6
12205,50,7.6,6,7,6,6
12207,75,12.8,7.3,7,7,7
1221,13867,123.1,20.4,6,7,6
12211,35,28.3,5.9,7,8,8
12213,120,9.8,10,N,N,N
12214,20,10.4,6.4,6,6,6
12215,100,21.3,4.1,4,2,3
12217,40,18,5.6,6,6,6
12218,60,39.6,8.1,7,7,8
1222,683,153.9,10.8,6,6,7
12220,35,20.4,6.7,7,7,7
12221,875,9.1,10.7,N,N,N
12223,40,11.6,5.5,6,6,6
12224,20,24.4,5.5,7,7,7
12225,5,6.7,4.8,7,7,6
12227,30,11,5.5,6,6,4
12229,30,10.1,4.9,8,7,8
1223,8625,7.7,0,N,N,N
12230,20,11.6,4.8,6,6,4
12231,5,19.5,5.5,7,7,5
12232,5,13.4,3.7,5,5,3
12234,15,9.1,4.2,6,6,7
12235,20,21,4.9,7,7,7
12236,5,36.6,4.9,8,7,8
12237,50,30.8,4.9,6,6,6
12238,20,9.1,4.3,5,6,6
12239,75,7.6,9.2,6,5,5
1224,8762,264.9,10.5,6,6,6
12240,35,9.4,5.5,6,5,6
12241,1098,19.2,10,7,6,7
12242,35,7.8,4.7,7,8,5
12243,25,18.6,6.2,8,5,6
12245,25,8.2,7.3,N,N,N
12246,30,8.2,6.1,N,N,N
12248,15,26.5,5.5,8,8,7
12249,50,17.4,4.3,5,5,5
12250,10,17.7,6.2,8,7,8
12252,35,39.6,5.5,7,5,7
12253,35,12.8,12.9,7,7,7
12254,35,17.7,4.7,7,5,5
12255,20,9.4,4.9,7,7,6
12257,10,21.3,5.5,8,7,6
12258,15,7.6,6.4,N,N,N
12260,35,7.3,6.1,8,8,7
12261,100,8.8,5.9,7,7,7
12262,20,9.8,4.9,7,6,8
12263,30,30.5,5,7,7,7
12264,5,23.5,5.5,8,7,8
12265,25,14,6.9,7,7,7
12268,75,41.1,8.1,7,7,6
12269,25,39.3,4.9,0,0,4
1227,2008,35.4,9.4,6,7,7
12270,20,7.9,7,7,7,5
12271,20,31.7,8,8,8,6
12272,150,11.3,6.6,5,5,4
12273,21,10.1,7.3,N,N,N
12278,5,7.6,3.7,7,5,6
1228,18637,64.6,10.1,3,3,5
12283,25,7,6.4,7,7,8
12284,75,8.5,6.1,6,4,5
12285,20,12.2,5.5,7,7,6
12286,50,8.5,4.3,6,6,6
12288,1449,26.2,9.6,6,7,7
1229,35947,64.6,10.1,3,3,5
12290,10,8.8,6.4,7,7,7
12291,50,6.4,8.8,7,7,6
12295,20,24.4,4.9,8,7,8
12296,35,15.2,6.9,6,7,7
12298,20,18.6,6.2,7,8,8
12299,50,14.3,5.3,6,6,6
123,11384,63.1,16.9,6,6,7
1230,40031,53.3,15.8,6,6,6
12301,75,36.3,6.1,5,7,6
12302,50,18.6,7.9,8,7,7
12305,75,8.8,7.9,N,N,N
12307,100,47.2,5.5,6,6,4
12308,25,7.6,4.9,7,7,6
1231,40514,53.3,15.8,7,7,7
12312,40,9.1,6.2,5,6,6
12313,25,20.4,7.1,6,7,7
12315,70,21.3,7.3,8,7,8
12316,20,12.8,4.4,7,7,4
12317,20,8.8,4.4,5,6,3
12320,20,7.3,6.4,7,7,6
12322,25,49.1,6.9,8,7,6
12323,15,8.8,6.1,7,6,6
12324,30,21.3,6.1,8,7,8
12326,50,9.8,6.9,N,N,N
12327,20,21.3,3.7,7,5,6
12328,5,14,4.3,5,4,6
12329,25,7.6,6.2,8,7,7
1233,221103,46.6,46.8,6,5,6
12331,35,18.3,4.9,6,6,3
12332,20,7.6,5.1,5,5,5
12333,20,11.6,6.1,8,7,7
12334,50,10.1,6.1,7,7,5
12335,35,12.5,7.5,8,8,8
12336,300,30.8,8.2,7,7,7
12337,15,18,4.3,6,4,5
12338,100,13.7,4.9,5,6,5
1234,3734,63.1,12.2,7,6,6
12340,5,14,4.7,9,9,5
12341,30,6.7,6.7,6,7,6
12343,20,25.6,4.9,7,7,6
12344,15,11,4.9,2,2,6
12347,5,12.2,6.3,8,8,8
12348,35,44.5,3.4,6,5,5
1235,1789,63.1,12.2,7,6,7
12350,25,9.4,4.8,4,5,5
12354,25,9.1,5.5,6,6,4
12355,55,9.8,4.8,5,5,6
12356,25,7.9,6.6,6,5,5
12357,15,17.4,5.9,8,6,6
12359,36,10.9,4.2,6,7,6
1236,30889,7.8,0,N,N,N
12360,40,7.3,7.9,8,8,5
12361,48,12.8,5.5,6,7,5
12363,35,8.5,0,N,N,N
12364,35,9.4,6,7,7,8
12366,5,7.3,6.6,8,7,7
12368,35,12.2,6.1,7,7,8
1237,15240,67.7,10.5,7,8,7
12370,30,7.3,6.2,7,6,7
12372,25,12.2,6.1,7,7,7
12376,100,51.5,8.1,8,8,8
12378,20,25,5.2,7,7,6
1238,15649,67.7,10.5,7,8,7
12380,30,46,6.9,7,7,7
12382,5,6.7,0,N,N,N
12383,35,20.7,7.3,N,N,N
12385,35,19.8,5.8,7,5,5
12387,35,12.2,6,7,8,4
12388,20,30.5,8.1,7,7,7
12389,20,30.5,8.1,8,8,6
1239,33202,14,0,N,N,N
12390,600,15.2,8.5,6,7,5
12393,40,9.4,7,6,6,8
12394,10,15.5,3.8,8,6,6
12395,85,24.7,4.9,6,7,6
12398,25,9.8,4.9,6,7,5
124,4290,19.4,0,N,N,N
1240,7010,7.3,0,N,N,N
12400,35,11.6,3.6,5,5,6
12401,272,20.7,9.1,7,7,7
12402,35,7.9,0,N,N,N
12403,110,18.3,7,7,7,5
12404,50,15.8,4.9,5,5,5
12405,476,17.4,4,6,7,5
12406,40,7.6,7.3,7,7,6
12407,5,9.1,3.7,4,6,5
1241,5221,75.3,10.5,5,6,5
12411,15,14.6,6.5,7,7,6
12414,15,7.3,5.5,6,7,7
12415,10,8.8,4.4,4,5,3
12416,35,10.4,7.3,N,N,N
12417,5,12.2,4.3,2,6,5
12418,65,75.6,7.4,7,7,7
12419,50,19.2,8.1,N,N,N
1242,6880,67.4,18.3,6,6,6
12420,10,20.1,7.5,8,8,4
12421,25,20.4,7.6,8,8,7
12422,15,19.2,6.1,7,8,8
12423,35,21.3,7.6,7,8,5
12425,10800,77.7,21.7,8,7,7
12426,18950,207,20.7,7,6,6
12429,44150,258.5,26.8,5,5,6
1243,740,13.4,0,N,N,N
12430,1580,19.8,10.7,7,7,7
12432,5587,36.9,10.7,7,7,7
12433,22010,70.4,24.4,6,7,7
12434,5700,33.7,10.7,7,7,8
12435,200,29,11.6,3,6,6
12438,75,8.5,10.4,N,N,N
12439,40,23.5,6.7,6,7,7
1244,127068,659.9,37.2,4,4,5
12440,20,7.3,4.3,7,7,5
12441,50,7,8.5,N,N,N
12442,15,7.6,4.4,4,4,3
12446,220,7.6,9.8,N,N,N
12447,50,66.4,8.2,8,7,7
12448,15,13.4,4.3,6,6,5
12449,40,22.6,5.5,6,6,6
1245,47180,2391.8,10.3,4,5,6
12452,50,7.3,6.7,N,N,N
12453,5000,100.9,8.7,5,6,7
12454,10,12.5,7.3,7,7,7
12455,5,8.2,6.7,7,6,6
12457,40,17.7,6.7,8,8,7
12458,20,12.2,6.6,7,7,7
12459,35,11,0,N,N,N
1246,52665,2391.8,10.3,4,4,6
12460,450,7.9,5.5,7,7,6
12462,30,9.1,6.5,5,5,5
12463,35,6.7,5.5,N,N,N
12464,25,6.7,4.3,4,4,4
12465,35,19.2,7.4,8,8,5
12469,963,10.4,7.8,6,6,6
12471,40,14.3,4,6,6,5
12473,15,7.6,6.2,8,7,7
12476,35,10.1,4.9,6,4,6
12477,15,10.7,6.7,6,6,7
12478,10,17.7,6.9,7,7,6
12479,10,7.3,4.3,6,6,6
12480,800,7.9,7.9,N,N,N
12482,200,14.6,7.7,8,7,6
12483,40,21.6,8,7,7,7
12484,15,44.2,6.2,8,7,4
12487,50,8.8,5.5,7,7,7
12488,35,40.8,8.1,8,8,4
12490,50,6.4,0,N,N,N
12491,30,9.4,4.9,6,6,6
12492,15,6.7,6.7,N,N,N
12493,35,41.8,8.1,8,8,8
12494,35,8.8,4.9,8,5,6
12495,239,12.5,7,7,7,6
12498,239,18.3,7.1,7,7,6
12499,15,15.5,7.2,8,8,8
125,4290,116.7,9.6,5,5,5
12500,25,18.3,3.7,5,6,5
12502,50,8.2,7.5,N,N,N
12503,30,7.3,6.2,7,7,7
12504,5,37.8,3.7,8,4,5
12505,15,9.8,4.9,3,6,4
12506,25,12.8,7.6,7,6,7
12507,35,14.9,3.7,6,6,5
12509,25,13.1,6.1,6,6,7
12510,30,17.1,9.4,N,N,N
12511,100,11,6.6,8,7,8
12514,10,9.4,3.6,4,4,6
12516,30,11.6,5.6,8,6,6
12518,35,9.1,4.8,6,6,5
12519,30,8.8,0,N,N,N
12520,100,8.2,5.2,6,4,6
12521,1500,89.9,8.4,6,6,6
12522,10,12.8,3.6,5,6,4
12524,15,19.8,5.5,8,8,8
12526,50,7.3,7.9,8,8,7
12527,20,7.6,4.3,7,7,7
12529,25,12.2,5.5,7,7,6
12531,10,9.4,4.5,6,6,3
12532,25,16.8,6.5,7,7,6
12533,10,6.7,6.1,9,7,6
12534,35,8.5,4.1,6,6,6
12535,35,12.2,5.5,8,7,7
12536,30,15.8,6.8,8,7,7
12538,50,7.3,5.2,6,6,7
12539,40,24.7,6.9,7,7,8
12540,15,28.7,5.5,8,8,8
12541,35,22.3,7.5,7,8,9
12542,50,9.1,6.7,6,6,4
12543,45,17.7,6.9,7,7,5
12545,35,9.4,5.7,7,7,6
12547,35,13.7,5.5,8,7,7
12549,50,12.5,7.1,8,7,8
12550,20,38.4,4.9,6,6,6
12551,40,9.1,4.9,5,6,3
12553,35,11.9,3.7,5,5,5
12554,100,48.8,8.1,8,8,8
12555,4000,57.9,10.1,5,5,5
12556,800,8.2,6.1,6,6,4
1256,2628,332.8,7.4,6,6,7
12561,2758,7.6,8.4,6,4,6
12562,25,6.7,4.3,6,6,5
12564,35,8.1,5.7,9,9,6
12565,35,9.1,4.9,4,6,5
12566,25,8.5,5.4,7,7,6
12567,120,39.6,7.9,8,8,8
12568,35,19.5,4.3,N,N,N
12569,15,22.9,5.5,7,7,7
1257,3719,225.9,7.4,7,7,7
12571,450,8.8,6.2,6,6,6
12572,20,7.6,4.3,5,7,6
12574,15,7.6,5.5,7,6,4
12576,35,9.1,4.6,6,6,6
12577,25,16.5,5,8,7,7
12578,120,6.7,7.9,N,N,N
1258,4983,145.4,7.4,7,7,6
12580,15,21.3,5.5,7,8,8
12582,50,9.1,4.9,7,8,7
12583,20,10.7,10.8,N,N,N
12584,100,33.5,5.5,7,9,9
12586,35,12.2,6.1,8,8,7
12587,50,8.5,6.1,7,7,7
1259,4304,303.6,7.4,5,5,6
12590,15,30.5,5,8,8,8
12591,35,18,6.1,7,6,6
12592,50,36.9,8.1,7,7,8
12593,30,9.1,5.9,6,6,7
12594,15,12.5,5.6,7,7,8
12595,50,7,6.8,5,5,7
12596,45,11.6,4.9,7,7,6
12597,50,9.1,0,N,N,N
12598,10,10.4,4.3,7,6,6
126,1134,12.8,0,N,N,N
1260,6144,107.3,10.7,6,6,7
12600,75,8.2,6.7,N,N,N
12602,15,24.4,6.2,7,8,8
12604,1833,34.4,9.1,6,7,8
12605,50,7.9,0,N,N,N
12608,35,16.8,7.3,7,7,7
12609,75,13.4,5.9,6,7,6
1261,7744,245.7,7.4,3,3,6
12610,35,11.6,4.7,7,6,6
12611,75,12.2,6.1,6,6,6
12614,35,14.6,4.2,5,5,5
12615,30,30.2,5,8,8,8
12616,35,14.6,4.3,5,5,6
12617,100,9.4,4.6,6,7,5
12618,45,16.2,5.2,7,6,7
12619,37,6.4,7.9,N,N,N
12620,45,68.6,8.1,8,9,7
12621,20,7,3.8,N,N,N
12622,8000,11.3,18.3,N,N,N
12623,3100,14.3,9.8,6,5,5
12624,9500,8.5,12.7,N,N,N
12626,4000,81.1,14.2,6,6,6
12627,50,9.4,0,N,N,N
12628,100,11.6,0,N,N,N
12629,35,12.8,6.9,9,8,9
1263,1405,425.8,8.7,4,4,6
12630,25,8.2,4.2,7,7,6
12633,20,8.8,4.9,6,7,5
12634,30,31.7,6.5,5,5,5
12635,20,16.2,5.2,6,6,5
12636,25,15.2,6.3,8,8,8
12637,5,12.2,5.5,7,7,6
12638,30,13.4,6.6,8,8,7
1264,5754,60,8.5,5,5,5
12641,30,32.9,5.8,7,6,5
12642,230,17.1,4.4,7,6,5
12644,60,16.2,6.9,7,7,7
12646,20,9.4,5.3,5,5,6
12647,50,9.8,10.2,N,N,N
12648,100,12.8,7.4,4,5,4
1265,65255,39.6,12.2,7,6,7
12651,60,8.8,8.2,4,4,7
12652,35,7.6,4.3,6,7,3
12653,25,19.8,4.9,6,7,7
12654,50,31.4,6.6,6,6,7
12655,15,18.3,5,8,6,7
12658,50,10.7,6.2,6,6,6
12659,100,15.2,6.3,8,8,8
1266,5336,41.1,13,6,5,6
12660,35,18.3,6,7,7,8
12661,50,9.1,6.1,6,8,4
12662,15,12.5,4.3,2,2,5
12663,15,7.9,6.1,7,7,8
12669,50,12.2,5.1,8,8,7
1267,5899,50.6,13.3,6,6,7
12670,400,22.3,6.2,7,6,8
12672,10,6.7,7.9,N,N,N
12674,5,9.4,4.3,6,6,6
12675,20,31.4,8.1,7,7,7
12677,70,15.2,8.1,7,8,7
12679,30,12.2,6.2,8,8,8
1268,4284,78.9,8.1,6,6,8
12680,20,14.9,5,7,6,4
12681,55,40.2,6.4,4,7,3
12682,40,49.4,7.6,8,6,6
12683,25,7.6,6.2,6,6,6
12684,35,18.3,7.5,8,7,8
12685,35,6.7,6.7,7,6,7
12686,25,10.1,4,6,6,6
12687,100,26.2,8.1,7,9,9
12688,15,12.2,4.9,7,7,7
12689,35,7.3,5.5,6,6,5
1269,4284,118.9,8.1,6,6,7
12690,35,12.2,4,6,7,6
12692,50,7.9,0,N,N,N
12694,25,11,4.3,7,7,5
12695,35,21.6,7.3,7,7,7
12696,35,10.1,7.8,7,7,9
12697,50,37.8,8,7,7,8
12698,100,42.7,5.5,5,5,6
12699,100,8.5,6,7,6,6
127,3409,61.9,8.7,3,3,7
1270,218,6.4,14.2,N,N,N
12701,15,46.9,8.1,7,7,5
12702,15,28,7.5,8,8,4
12703,15,16.8,6.1,8,7,6
12704,35,7.6,6.6,N,N,N
12706,35,7,7.3,N,N,N
12707,200,7.3,6.4,6,6,5
12708,5,26.2,3.7,7,6,5
12709,50,7.6,3.4,6,6,6
1271,12432,76.5,8.2,6,6,8
12710,50,8.2,7.9,8,7,7
12711,20,12.5,7.9,7,7,7
12713,15,27.4,4.9,8,6,7
12714,55,9.4,3.7,7,6,6
12716,25,7.3,0,N,N,N
12719,30,11.9,5.7,7,7,5
1272,2191,221.3,10,6,6,6
12720,30,9.1,6.2,7,6,8
12721,45,29.6,8.1,7,7,7
12722,25,51.8,3.6,6,5,6
12725,20,17.4,4.6,7,7,5
12726,50,33.5,7.6,7,7,7
12728,100,9.1,7.9,8,7,7
1273,1458,66.4,8.1,6,6,6
12730,5,24.7,4.9,6,6,5
12731,100,23.5,6.2,6,6,4
12732,57,10.7,5.5,7,7,6
12733,5,12.2,5,7,5,4
12736,15,12.5,4.9,6,1,5
1274,1880,61.3,12.4,6,6,7
12741,15,9.1,5.5,6,6,6
12744,20,13.1,4.9,7,5,5
12745,30,55.8,6.9,7,8,8
12747,15,7.3,4.9,5,5,4
1275,11774,68.9,14.6,6,6,7
12750,35,30.5,8.1,7,7,8
12751,30,10.1,5,4,4,6
12752,920,129.2,9.5,7,8,8
12754,35,13.1,6.1,7,7,7
12755,40,38.4,4.2,4,7,7
12757,45,10.1,6,8,7,7
12759,30,18.9,5.5,7,7,6
1276,70377,13.5,0,N,N,N
12763,5,16.2,4.9,5,7,7
12764,35,38.7,5.1,7,7,7
12766,30,23.5,4.8,6,6,6
12767,15,21.9,3.7,7,5,6
12768,45,6.1,6.1,N,N,N
12769,40,55.2,7.5,8,8,8
1277,9608,11.9,0,N,N,N
12770,40,10.4,6.1,6,6,5
12771,50,21.6,7.4,8,7,7
12773,30,11,6.9,8,7,8
12774,40,12.5,4.9,8,8,8
12775,35,15.2,4.3,5,6,1
12776,50,15.2,6.9,8,8,8
12779,5,15.1,4.3,8,6,3
12780,10,18.6,4.3,5,5,5
12781,20,14.6,7.7,8,7,7
12782,100,6.7,6.7,6,6,7
12783,1500,7.3,8.6,7,7,7
12785,50,11,4.9,7,7,7
12786,88,7.6,8.9,N,N,N
12787,250,7,6.7,5,5,5
1279,19472,13.5,0,N,N,N
12790,500,7.6,6.7,N,N,N
12792,5,9.1,4.9,4,6,7
12793,35,7.3,5.6,6,6,3
12794,5,7.3,4.3,6,6,6
12795,60,33.5,6.9,7,7,6
12796,20,30.5,7.7,7,7,6
12797,20,7,6.7,6,6,5
12798,50,18.9,3.7,4,6,5
12799,10,21.3,4.8,7,7,7
1280,18075,7.6,0,N,N,N
12801,5,7.3,4.4,7,6,3
12802,60,12.5,7.1,7,7,5
12803,35,46.9,5.5,7,6,6
12804,88,10.2,6.1,9,7,7
12806,50,9.8,5.6,7,6,6
1281,863,75,9.4,4,6,8
12810,50,51.2,8,8,9,8
12813,100,9.4,4.3,5,5,5
12814,47,37.8,8.1,7,6,8
12818,15,27.4,7.5,8,8,4
12819,9235,38.7,24.2,7,7,6
1282,5780,8.8,0,N,N,N
12820,13530,59.7,18.1,7,6,7
12824,40,7.3,4.1,5,7,5
12825,45,7.3,6.5,3,5,6
12826,35,12.2,8.2,6,6,7
12829,20,11.9,4.1,5,2,4
1283,6027,8.8,0,N,N,N
12830,100,8.5,6.4,7,7,6
12831,75,59.4,8.1,8,7,8
12832,50,8.5,7.3,7,7,6
12833,40,6.7,5.5,5,5,3
12835,15,8.8,3.7,N,N,N
12837,100,8.2,5.9,5,6,6
12839,30,54.9,7.9,8,8,9
1284,5977,55.3,10.6,7,7,7
12841,500,9.8,7.9,6,8,5
12842,50,23.8,5.5,6,6,5
12844,15,7.6,4.5,8,5,5
12845,50,13.1,7.2,7,7,8
12848,15,8.8,6.5,8,7,7
12849,30,7.3,4.2,6,6,6
1285,5780,6.7,0,N,N,N
12852,75,6.4,5.3,7,7,5
12853,30,7.3,4.9,7,5,6
12854,75,7.3,5.5,6,6,5
12855,50,9.1,4.6,6,6,6
12856,35,7.6,5.6,6,5,6
12857,25,40.2,8.1,7,7,8
1286,6027,6.7,0,N,N,N
12860,1488,18.9,8.4,7,6,6
12863,25,24.4,6.4,7,7,7
12866,30,28,7.5,6,5,5
12868,10,7.6,4.9,4,6,4
12869,30,15.5,6.8,7,7,8
1287,4951,6.4,0,N,N,N
12870,91,35.4,8.1,8,8,9
12871,91,10.7,8,N,N,N
12872,35,11,4.6,4,6,8
12873,35,15.8,6.1,7,8,8
12874,35,18.3,6.1,7,8,8
12875,35,30.5,5.5,6,7,3
12877,10200,29,19.5,5,4,6
12879,4060,28.9,18.1,3,3,3
1288,5219,62,10.6,7,7,6
12880,34158,225.6,19.5,3,3,3
12881,21390,32,21.6,6,6,6
12882,10900,50,17.6,7,7,8
12883,10460,37.5,24.4,3,3,3
12884,19900,25.3,104.5,6,6,7
12885,5000,27.4,10.4,3,4,5
12886,25,7.3,3.7,6,6,6
12887,20,11.6,3.7,N,N,N
1289,39036,63.7,15.8,5,5,6
12890,40,9.4,5.5,5,5,5
12892,15,16.8,4.9,8,7,7
12894,55,14,4.3,5,5,5
12895,50,51.8,4.4,5,4,4
12896,30,25.9,7.3,8,8,9
12898,30,9.4,4.7,7,7,5
12899,50,10.1,7.1,6,7,6
129,1098,71.3,8.1,3,3,7
1290,46003,63.7,15.8,5,5,6
12901,35,15.2,6.9,8,8,8
12902,30,6.7,7.3,7,7,6
12904,30,18.6,5.5,7,7,6
12906,50,23.2,7.5,7,7,6
12907,150,18.3,9.8,N,N,N
12908,50,25.3,7.9,7,8,8
12909,100,22.6,8.6,7,7,8
1291,759,82.3,10,7,7,7
12910,100,12.5,6.1,7,6,5
12912,300,10.4,10.4,N,N,N
12913,3000,10.4,12.3,N,N,N
12914,4000,13.1,13.5,N,N,N
12915,250,8.8,0,N,N,N
12916,13260,20.7,0,N,N,N
12917,150,7.6,0,N,N,N
12918,150,6.7,0,N,N,N
1292,10347,78,8.1,6,6,8
12920,8000,16.2,9.8,N,N,N
12922,16300,113.4,24.9,7,7,7
12923,65,14.6,6.4,5,5,3
12924,50,76.2,8.1,8,7,7
12926,50,11.3,7.9,7,7,5
12928,15,7.6,5.3,7,6,6
1293,20121,73.8,10.5,7,7,8
12930,5,31.4,3.6,4,3,4
12932,30,18,3.6,5,5,5
12933,30,7.6,4.9,N,N,N
12935,15,11.9,5.2,5,5,5
12936,20,30.5,8.1,7,7,8
12937,15,32.6,7.4,7,7,6
12938,35,37.5,6.5,6,5,6
12939,5,16.2,4.3,6,6,7
1294,4524,77.4,8.1,7,7,8
12944,9050,28.3,30.5,7,7,7
12947,29920,46.3,17.6,3,3,4
12948,5000,21.7,24.4,3,3,5
12949,1300,27.4,17.7,3,3,3
1295,18781,64,10.5,7,7,8
12950,45900,14,41.1,4,5,6
12951,3800,28,17.7,5,5,4
12952,30000,19.2,61,4,4,5
12954,25,118.9,4.3,4,3,3
12958,25,9.1,5.5,7,7,5
1296,17218,9.3,0,N,N,N
12960,60,19.8,6.4,7,7,7
12961,50,8.5,6.2,7,6,7
12962,5,7,7.8,N,N,N
12964,5,10.7,4.9,5,6,3
12966,10,6.7,6.7,N,N,N
12967,30,7.9,4.9,6,7,5
12968,40,30.5,6.2,7,7,4
1297,6579,57.6,8.7,7,8,6
12971,40,37.5,8.2,7,7,3
12972,35,18,7.3,8,8,8
12974,50,54.9,8.2,9,8,8
12977,25,6.7,6.1,5,5,3
12978,50,12.5,8.2,8,8,9
12979,100,11.3,6.1,8,7,6
1298,20973,66.8,10.6,6,7,7
12980,100,76.2,8.1,7,9,8
12981,35,7.3,6,8,7,5
12984,35,12.2,6,7,7,7
12986,35,21.3,7.6,7,8,8
12987,15,9.1,4.3,8,6,6
12988,28530,28.3,23.8,5,5,6
1299,18342,66.8,12.4,7,7,6
12991,20200,21.9,23,7,7,7
12992,2000,1221.3,15.2,6,5,5
12994,60,7.9,7.7,N,N,N
12995,15,11,4.9,7,6,7
12998,100,35.1,7.5,8,8,8
13,9252,7.6,0,N,N,N
130,18834,46.9,12.3,7,7,8
1300,20477,61.3,12.4,7,7,7
13000,50,6.4,10.7,N,N,N
13002,50,127.2,4.6,5,5,4
13004,35,78.3,4.2,7,5,4
13006,10,13.4,6.2,9,7,7
13007,65,11,6.7,6,6,6
13008,100,9.1,0,N,N,N
13009,55,6.7,4.9,6,7,6
1301,20973,61.3,10.6,7,7,7
13011,50,7.9,6.1,7,7,5
13012,35,14.3,6.2,6,6,3
13013,30,7.6,0,N,N,N
13015,400,118,6.2,5,5,4
13016,400,22.6,6,5,5,6
13017,35,12.2,5.2,6,7,7
13018,100,27.4,7.5,8,7,4
1302,3774,50.9,8.1,8,7,7
13020,100,18.3,4.9,6,7,4
13021,800,42.4,8.1,8,7,6
13022,35,21.3,5.7,7,5,8
13024,5,12.2,6.3,8,8,8
13026,30,7.3,4.3,5,6,6
13027,35,11.3,3.7,N,N,N
13029,40,12.2,6.3,7,7,7
1303,33289,70.7,10.6,7,8,7
13030,30,11.9,5,7,8,6
13032,20,48.5,7.5,8,7,5
13033,100,6.1,6.5,4,4,4
13035,25,37.5,8.1,8,8,8
13037,100,17.4,7.2,6,6,6
13038,100,50.6,7.9,9,9,7
13039,35,11,4.9,7,7,4
1304,33145,70.7,10.6,7,8,7
13040,35,11,4.5,5,5,5
13041,40,10.7,0,N,N,N
13043,15,9.1,3.7,5,6,6
13045,50,9.1,4.9,5,6,5
13048,15,9.4,4.6,5,6,4
13049,100,60.7,7.9,9,9,9
1305,662,70.1,9.4,7,6,7
13051,5,16.5,4.6,7,6,5
13052,50,9.1,4.4,8,7,6
13053,15,22.6,6,7,8,8
13054,35,11.9,5.9,7,8,7
13055,300,12.5,6.1,6,6,5
13056,25,13.1,6.1,6,6,6
13057,1000,37.8,8.5,6,6,6
13058,50,11,8.5,N,N,N
13059,30,22.3,5.8,7,8,6
1306,39399,47.2,12.2,6,6,8
13060,200,13.1,0,N,N,N
13063,61,19.8,6.4,7,7,7
13064,25,11,5,9,5,3
13065,150,48.2,8.1,7,8,7
13066,20,40.2,5.9,7,6,6
13067,20,24.7,6.9,7,7,6
13068,15,8.8,4.9,6,6,6
13069,15,36.3,3.6,3,5,4
1307,29143,48.5,10.5,6,6,8
13070,35,30.2,7.2,7,7,8
13071,40,18.3,8,7,8,7
13072,35,7.3,6.2,6,6,7
13073,50,21.9,6.1,7,7,6
13075,35,18.6,6.5,7,7,6
13076,35,18.3,5.5,7,7,7
13077,30,7.9,4.9,7,7,7
13078,60,10.1,7.6,6,6,4
13079,5,36.9,5.5,4,5,4
1308,4524,118.3,8.1,6,6,6
13080,15,6.7,6.1,7,7,7
13081,100,9.8,6.1,7,5,6
13082,15,22.6,4.9,6,7,2
13084,15,21.3,6.1,6,8,3
13085,15,9.1,5.8,5,6,4
13087,15,12.2,4.3,8,6,5
13088,25,15.2,5,7,7,7
1309,22082,89.9,13.3,6,6,7
13090,20,10.4,6.1,6,5,5
13092,100,18.3,7.3,9,9,6
13093,25,24.7,6.9,7,7,7
13095,35,31.1,5.6,7,4,5
13096,15,38.1,4.3,7,6,3
13098,30,7.3,5,6,6,4
13099,15,22.6,4.9,7,7,6
131,18097,46.9,12.3,7,7,7
1310,18342,75.6,10.5,7,7,6
13100,10,7.3,4.3,5,6,5
13101,35,32.3,8.1,7,8,7
13104,35,57.6,8.1,8,7,8
13105,25,21.6,4.2,4,4,4
13108,50,13.1,10.2,N,N,N
1311,18781,75.6,10.5,7,7,6
13111,70,13.7,0,N,N,N
13112,60,19.8,17.1,N,N,N
13114,50,16.5,7.5,7,7,6
13115,20,12.5,4.8,7,6,7
13116,15,7.9,5.3,6,6,6
13117,15,8.5,4.3,6,6,4
13118,35,9.1,5.5,8,8,7
13119,50,82.3,7.5,8,8,8
1312,57794,56.7,23.9,6,7,6
13120,60,24.4,7.1,7,7,7
13121,25,30.5,6.1,7,7,7
13125,400,7.3,7.9,6,6,6
13126,75,73.8,8.1,8,8,8
13127,100,29.9,7.2,5,5,5
1313,9608,9.9,0,N,N,N
13130,15,20.7,4.7,8,7,3
13131,15,20.1,7.5,7,8,8
13132,35,7.6,6.1,7,6,5
13133,14270,411.8,16.7,4,5,5
13134,14500,222.2,17.9,6,7,6
13135,11400,348.1,20.7,6,6,5
1314,1029,7.4,15.7,N,N,N
13140,21000,432.8,24.4,6,4,6
13142,30,9.8,4.1,7,7,5
13143,250,17.1,6.6,7,7,6
13146,250,7,6.6,7,7,6
13147,100,12.1,6.6,6,6,7
13148,5,22.3,5.5,7,7,6
13149,100,7.9,6.1,6,7,7
13150,30,9.1,4.3,5,6,6
13152,35,12.2,5.7,7,7,7
13153,30,7.6,7.1,7,7,7
13154,100,6.7,7.3,6,6,7
13155,10,7.6,6.3,7,8,7
13157,50,9.1,4.7,6,6,6
13158,50,10.1,10.9,N,N,N
13159,75,15.2,3.8,6,5,4
